PuzzleId,FEN,Moves,Rating,Themes_backRankMate,Themes_capturingDefender,Themes_discoveredAttack,Themes_fork,Themes_pin,Themes_promotion,Themes_skewer,Themes_smotheredMate,Themes_trappedPiece,Themes_zugzwang
rIncR,2rqnrk1/3p1pbp/Q5p1/3Np3/2n5/4P1P1/PB3PBP/R4RK1 b - - 0 18,c4b2 a6c8 d8c8 d5e7 g8h8 e7c8,1600,False,False,False,True,False,False,False,False,False,False
rJTfk,8/5p2/5Pk1/6P1/8/1PB1R3/P1K1pq2/8 w - - 4 64,c3d2 f2e3 d2e3 e2e1q,1495,False,False,False,False,False,True,False,False,False,False
rK3AZ,8/8/8/p2kp3/1p4p1/1P2K1P1/P1P4P/8 w - - 0 36,e3d3 e5e4 d3e3 d5e5 e3d2 e5d4,1268,False,False,False,False,False,False,False,False,False,True
rKBUZ,r2qrk2/1pp2p2/3pn2Q/p7/4P3/5PB1/PP2R1PP/7K b - - 0 27,f8e7 g3h4 f7f6 h4f6 e7d7 f6d8,1518,False,False,False,False,False,False,True,False,False,False
rKEZr,2K5/1PQ5/8/3q4/7p/7k/8/8 b - - 1 74,d5f5 c7d7 f5d7 c8d7 h3g2 b7b8q,989,False,False,False,False,False,True,False,False,False,False
rKWq8,r6r/pp2bkp1/2p1p1q1/3pPp1n/3P2P1/2PBB2P/PPQ2P2/R4R1K w - - 1 21,g4f5 h5g3 f2g3 h8h3 c2h2 g6g3,2650,False,False,True,False,False,False,False,False,False,False
rLPwo,5k2/7K/5PP1/8/2b5/8/8/8 b - - 0 56,c4g8 h7h8 g8e6 g6g7 f8f7 g7g8q,971,False,False,False,False,False,True,False,False,False,False
rLg9s,2R1Q3/4ppk1/3p1bp1/3q3p/8/6P1/5P1P/1rB3K1 b - - 6 31,g6g5 e8h8 g7g6 c8g8 g6f5 h8h7 f5e6 h7b1,1895,False,False,False,False,False,False,True,False,False,False
rMBJP,8/8/8/4kpBp/8/2qp1KP1/3R4/8 b - - 0 56,e5d4 g5f6 d4c4 f6c3,1164,False,False,False,False,False,False,True,False,False,False
rMC8M,8/p1BP4/R3kp2/1KP5/1n1r4/6P1/8/8 b - - 4 58,b4a6 d7d8q a6c7 d8c7,1899,False,False,False,False,False,True,False,False,False,False
rMug8,3r2k1/pp2bppp/1q6/4Pp1P/5B2/8/PPP1QPP1/R5K1 w - - 2 20,b2b3 b6d4 a1e1 d4f4,1674,False,False,False,True,False,False,False,False,False,False
rNx7M,4rrk1/p1p3pp/8/2R5/2NnN3/7n/PP3PP1/4R1K1 w - - 0 27,g2h3 d4f3 g1f1 f3e1,997,False,False,False,True,False,False,False,False,False,False
rOAsF,r1bqr1k1/ppp1bppp/5n2/6B1/3P4/2N3Q1/PPP3PP/2KR1B1R b - - 6 13,c8g4 g5f6 e7f6 g3g4,1226,False,True,False,False,False,False,False,False,False,False
rOQtD,r1bq1rk1/ppp2Npp/3p4/8/2Q1P1n1/2P1P3/PP4PP/RN3RK1 b - - 0 13,g4e3 f7h6 g8h8 c4g8 f8g8 h6f7,1495,False,False,False,False,False,False,False,True,False,False
rOWK8,1r3k2/1bp1q1pQ/p4b1p/1p6/6r1/PP1BPP2/2P4P/3R1R1K b - - 0 26,g4g5 h7h8 f8f7 h8b8,934,False,False,False,False,False,False,True,False,False,False
rOYfp,r1bqkb1r/1p2nppp/p2p4/1N1Pp2P/Q7/2P5/PP3PP1/R1B1KB1R b KQkq - 2 12,c8d7 b5d6,1358,False,False,False,False,False,False,False,True,False,False
rPXLD,r2qkb1r/ppp2ppp/4p3/2P5/1n1PpP2/4P2N/PP2Q1PP/R1B1K2R b KQkq - 1 10,b7b6 e2b5 d8d7 b5b4,1090,False,False,False,True,False,False,False,False,False,False
rQXW8,4r1k1/5ppp/8/8/Q7/8/P3qPPP/3R2K1 w - - 1 32,d1c1 e2e1 c1e1 e8e1,600,True,False,False,False,False,False,False,False,False,False
rQkvr,3rr1k1/2p4p/p4p2/2PPqpp1/Q4N1P/3B4/PP3PP1/n1BK3R w - - 0 22,f4e6 e5d5 e6d4 d5d4 a4d4 d8d4,2198,False,False,False,False,True,False,False,False,False,False
rRB4o,r1b2rk1/pp2Qpp1/1q1p3p/8/2B5/4n3/PPP2PPP/RN2R1K1 w - - 0 14,e1e3 b6b2 b1d2 b2a1,1239,False,False,False,False,False,False,False,False,True,False
rRCPE,5r2/pp1b2kp/1b6/2p5/2BppB2/2P3P1/PP5P/4R2K w - - 2 31,e1e4 d7c6 h1g1 c6e4,1278,False,False,False,False,True,False,False,False,False,False
rRPq0,r4k2/2Q3R1/p3p1p1/6rp/8/7P/PP6/K7 w - - 2 36,g7h7 g5g1 c7c1 g1c1,451,True,False,False,False,False,False,False,False,False,False
rRqPd,2k4r/1pp4p/p3Pqp1/2Q2p2/4p3/4P3/PPP2P2/2KR4 b - - 0 23,f6e6 c5a7 c7c6 a7a8 c8c7 a8h8,1622,False,False,False,False,False,False,True,False,False,False
rSofv,r4rk1/pp1bq1p1/2p1p3/5pPQ/3Pp3/4P3/PPP2PP1/R3K2R b KQ - 2 17,g7g6 h5h8 g8f7 h1h7 f7e8 h7e7,1511,False,False,False,False,False,False,True,False,False,False
rStem,rn1qkb1r/1P1b1ppp/p3pn2/2pp4/Q2P4/2N2N2/PP2PPPP/R1B1KB1R b KQkq - 0 8,d7a4 b7a8q a4c6 a8a7,1422,False,False,False,False,False,True,False,False,False,False
rSwx9,r4rk1/2p2pp1/p2p1q1p/1p2pNbQ/4P3/1P1P4/1PP1KP2/R5R1 b - - 7 19,g7g6 g1g5 f6g5 f5h6 g8g7 h5g5,2135,False,False,False,False,True,False,False,False,False,False
rThZP,8/5p1k/2p3pp/4P3/1pq2P2/2P3P1/P1Q3KP/8 w - - 0 32,c2b3 c4b3 a2b3 b4c3 g2f2 c3c2,1792,False,True,False,False,False,False,False,False,False,False
rTz1Q,8/5R2/6p1/8/4p1P1/4k3/1r5P/6K1 b - - 1 38,e3e2 f7f2 e2e3 f2b2,697,False,False,False,False,False,False,True,False,False,False
rUXjF,r3k2r/1b1p1p2/p2Q2pb/1qN1p3/4PP2/3R4/PPP4p/3R3K b kq - 3 22,e8c8 c5b7 c8b7 d3b3,2224,False,False,False,False,True,False,False,False,False,False
rUYnB,r1b2r1k/1p4pp/p1nN4/3Qq3/1PP1p3/P3P3/4B1PP/5RK1 b - - 3 22,e5d5 f1f8 d5g8 d6f7,1388,False,False,False,False,False,False,False,True,False,False
rUj0S,3qr1k1/1b4b1/p4nQ1/1p1pp1B1/2r5/1BP4P/PP3PP1/R3R1K1 b - - 1 25,c4c7 g5f6 d8f6 g6e8,1716,False,True,False,False,False,False,False,False,False,False
rV04u,r4rk1/p3b1pp/np2q3/4BP2/2P3N1/3p2Q1/P5PP/5RK1 b - - 0 27,e6c4 g4h6 g8h8 g3g7,1302,False,False,False,False,True,False,False,False,False,False
rVrJe,4k3/RP6/7p/6p1/1PP2p2/3b3P/5rPK/8 b - - 0 37,d3e4 b7b8q,1289,False,False,False,False,False,True,False,False,False,False
rW6gC,2rq1rk1/1ppbbp1p/p3p1p1/6PQ/2nPBB1P/P3P3/1PP2P2/R3K1NR w KQ - 0 15,h5h6 f8e8 h4h5 e7f8 h5g6 f8h6 g6f7 g8f7,1901,False,False,False,False,False,False,False,False,True,False
rW764,8/3P1pk1/7p/1B2p3/P3Pp2/b4P1P/1p1r4/1R3K2 b - - 4 44,a3b4 b1b2 d2b2 d7d8q,1326,False,False,False,False,False,True,False,False,False,False
rW7Qo,r5k1/1p5p/2p1R1p1/3n4/1P5q/3PPP1P/1Q1K3P/3R4 w - - 3 30,b4b5 a8a2 b2a2 h4f2 d2c1 f2a2,2106,False,False,False,False,False,False,True,False,False,False
rWDiX,8/P7/1K6/1B6/3p3p/4kb2/7P/8 b - - 4 46,f3a8 b5c6 d4d3 c6a8 d3d2 a8f3 e3f3 a7a8q,1113,False,False,False,False,False,True,False,False,False,False
rWO33,2r3k1/1p3pp1/p1np3p/3N4/8/5R2/PPP1r1PP/2R4K b - - 0 22,c6e5 d5e7 g8h7 e7c8 e5f3 g2f3,992,False,False,False,True,False,False,False,False,False,False
rWi5r,8/5p2/6p1/r6k/5PpP/6K1/6P1/4R3 w - - 6 34,e1e5 a5e5 f4e5 g6g5 h4g5 h5g5,1466,False,False,False,False,False,False,False,False,False,True
rWrmf,r7/P4k2/7R/4pp2/4p3/4K2P/8/8 b - - 0 37,a8a7 h6h7 f7e6 h7a7,801,False,False,False,False,False,False,True,False,False,False
rWsXe,3Q4/7k/6p1/5p1p/5P1K/1q5P/6P1/8 w - - 15 59,h4g5 b3g3 g5f6 g3h4 f6e5 h4d8,1302,False,False,False,False,False,False,True,False,False,False
rXJCn,r3k2r/p1pq1pb1/5n1p/1P1Pp1p1/1p2Pp2/1B6/1PPB2PP/R2QR1K1 b kq - 0 17,d7b5 b3a4 b5a4 a1a4,1139,False,False,False,False,True,False,False,False,False,False
rXQEl,rq3rk1/2Rbppbp/3p2p1/1N1Pn3/8/1P2B3/P2QBPPP/5RK1 w - - 5 18,a2a4 d7b5 e2b5 b8c7,1194,False,True,False,False,False,False,False,False,False,False
rXQnQ,r3k2r/4nppp/pqbp4/4p3/2P5/4RN2/PP3PPP/R2Q1NK1 b kq - 0 16,b6b2 e3b3 b2a1 d1a1,1583,False,False,False,False,False,False,False,False,True,False
rXqJ5,5rQk/p1p3pp/7N/2P5/3P3q/2N5/PP6/6K1 b - - 6 38,f8g8 h6f7,878,False,False,False,False,False,False,False,True,False,False
rY4QZ,3nQ3/p1q2pbk/1p1p2p1/3Pp2p/1P2n3/P4NNP/1B3PP1/6K1 b - - 3 31,e4f6 f3g5 h7h6 e8d8 c7d8 g5f7 h6h7 f7d8,2080,False,True,False,False,False,False,False,False,False,False
rYN4K,8/8/2pn2P1/3k3K/1p1P4/2P5/8/8 b - - 0 56,b4c3 g6g7 d5d4 g7g8q,446,False,False,False,False,False,True,False,False,False,False
rYZRn,8/6p1/p4pNp/1p1k1p1P/3Pb3/P3K1P1/1P4P1/8 b - - 3 39,e4g2 g6f4 d5d6 f4g2,1467,False,False,False,True,False,False,False,False,False,False
rYhKh,5r1k/p1p1pp1p/1p3b1q/5Q2/2Pr4/3BN1RP/PP4P1/7K b - - 7 34,f8g8 g3g8 h8g8 f5c8 h6f8 d3h7 g8h7 c8f8,1467,False,False,True,False,False,False,False,False,False,False
rYjPr,3r2k1/6p1/2R4p/7p/1P2n3/4b3/6PP/2B4K w - - 0 37,c1e3 d8d1 e3g1 e4f2,1109,False,False,False,False,False,False,False,True,False,False
raqtU,7k/8/p6p/1p4p1/1P4K1/P7/5PP1/8 b - - 1 43,h8g7 g4f5 g7f7 g2g3 f7g7 f5e6 h6h5 e6f5 g5g4 f5g5,2677,False,False,False,False,False,False,False,False,False,True
rbMqz,5r1k/p5pp/2p5/8/2NnPn2/3Q4/PP4PP/RN4K1 w - - 3 26,d3a3 f4e2 g1h1 f8f1,1575,True,False,False,False,False,False,False,False,False,False
rbSlx,3b4/5ppp/pp1N1k2/8/8/5K2/PP3P1P/8 b - - 7 29,d8c7 d6e8 f6e5 e8c7,1058,False,False,False,True,False,False,False,False,False,False
rbjsW,8/8/4k1p1/7p/4KP1P/8/8/8 w - - 4 58,e4f3 e6f5 f3e3 f5g4 e3e4 g4h4 f4f5 g6f5,1278,False,False,False,False,False,False,False,False,False,True
rbuiz,5qk1/1N5p/6pb/1p2pr2/1Pp5/2Pn4/4RPQP/R5K1 w - - 4 33,b7c5 f5g5 h2h4 g5g2,2267,False,False,False,False,True,False,False,False,False,False
rc83Y,8/5p2/p3k3/1p1pP1p1/1P1K1p1p/P4P1P/5P2/8 b - - 5 32,g5g4 f3g4 f4f3 g4g5 e6f5 d4d5,1797,False,False,False,False,False,False,False,False,False,True
rcXxP,8/5kp1/p6p/1p2pP1P/2p1K1Pb/2PrB3/PP4R1/8 w - - 6 33,g2d2 d3e3 e4e3 h4g5 e3e4 g5d2,1451,False,False,False,False,False,False,True,False,False,False
rcghg,8/pp3p1p/4k3/2p1P1p1/1PP1K1P1/P6P/8/8 b - - 0 33,b7b6 b4b5 f7f6 e5f6 e6f6 e4d5,1712,False,False,False,False,False,False,False,False,False,True
rd5Vw,8/8/3k2KP/P7/5R2/5P2/1p6/1r6 w - - 0 52,h6h7 b1g1 g6f6 b2b1q f4d4 d6c5,1605,False,False,False,False,False,True,False,False,False,False
rdCnJ,8/3n2kp/1p3pp1/1P2r3/P2N1P2/2p3P1/6KP/1R6 b - - 0 32,e5c5 d4e6 g7f7 e6c5,728,False,False,False,True,False,False,False,False,False,False
re4FZ,r3k2r/1p1bpp1p/p2p1np1/q5P1/3QP2P/2N2P2/PPP5/R3KB1R b KQkq - 0 13,f6h5 d4h8,501,True,False,False,False,False,False,False,False,False,False
reyKc,6k1/2Rn1ppb/4p2p/r2p4/3Pn3/4PNP1/5PBP/6K1 b - - 0 33,d7f6 c7c8 f6e8 c8e8,681,True,False,False,False,False,False,False,False,False,False
rf1qc,r2q1rk1/pppbbppp/5n2/nB1P4/1P6/2N2N2/P4PPP/R1BQ1RK1 b - - 0 11,c7c6 d5d6 e7d6 d1d6 c6b5 b4a5,2128,False,False,False,False,False,False,False,False,True,False
rf4wl,8/8/pk4p1/2p2p2/2P2P2/1P1K1P2/8/8 w - - 0 47,d3c3 b6a5 c3d3 a5b4,1641,False,False,False,False,False,False,False,False,False,True
rgGe7,8/5k2/1p1p1n2/pPpP4/P1P1Bp2/5P1K/8/8 b - - 1 56,f6e4 f3e4 f7f6 h3g4 f6e5 g4f3 e5d4 f3f4,1303,False,False,False,False,False,False,False,False,False,True
rgo1G,1k1r4/pb3p2/1pq5/4p3/2P3r1/P1P2N2/2Q1R1PP/R5K1 w - - 0 29,c2f5 c6f3 f5f3 b7f3,1678,False,False,False,False,True,False,False,False,False,False
rh1Rp,2r2rk1/ppq2pp1/4p2p/3p3Q/3b2N1/2P4R/PP3PPP/1R4K1 w - - 0 24,c3d4 c7c1 b1c1 c8c1,864,True,False,False,False,False,False,False,False,False,False
rhcDh,8/2P5/5kp1/3B2p1/3N4/4P3/p3KP2/1r6 b - - 0 40,a2a1q c7c8q b1b2 d4c2,2314,False,False,False,False,False,True,False,False,False,False
rhzqv,3r1k2/1b3p1p/4p1p1/1Bp1P3/1pQb3q/1P6/P1P5/1K1R1R2 b - - 3 31,h4h5 d1d4 d8d4 c4c5 f8g7 c5d4,2190,False,True,False,False,False,False,False,False,False,False
riaKN,r1b1kb1r/2pp1ppp/p5q1/1p2n3/4P2Q/P7/BPP2PPP/RNB2RK1 w kq - 9 13,b1c3 e5f3 g1h1 f3h4,894,False,False,False,False,True,False,False,False,False,False
rj03A,r3kbr1/1p2pp2/pqP4p/5Q2/1P3B2/1BN3P1/1PP2nPP/R4R1K w q - 3 19,h1g1 f2h3 g1h1 b6g1 f1g1 h3f2,1301,False,False,False,False,False,False,False,True,False,False
rjKCx,2kr3r/pp1n1ppp/1qp2n2/7b/P7/1P1QbNPP/1B4BK/RN3R2 b - - 0 16,d7e5 d3f5 e5d7 b2f6 g7f6 f5h5,1746,False,True,False,False,False,False,False,False,False,False
rk8JG,r2qkb1r/pp1n1ppp/4p3/2p1Pn2/3pNPP1/5N2/PPPP3P/R1BQK2R b KQkq - 0 9,f5e7 e4d6,921,False,False,False,False,False,False,False,True,False,False
rkBsD,4k1rR/3r4/1ppPp1p1/4Qp2/1P6/Pq5P/6R1/6K1 b - - 5 45,b3d1 g1h2 g8h8 e5h8 e8f7 h8h7 f7f6 h7d7,1147,False,False,False,False,False,False,True,False,False,False
rkJ96,8/2r4p/8/8/1PN2k2/7R/7P/2n3K1 b - - 8 43,c7c4 h3h4 f4e3 h4c4,1070,False,False,False,False,False,False,True,False,False,False
rkxRu,Qn5r/pbp4p/1k4p1/1pb5/1q6/2N1B3/PPP2PPP/R4RK1 w - - 1 18,e3c5 b4c5 a8b7 b6b7,1118,False,False,False,False,False,False,False,False,True,False
rlb6k,2r3k1/8/Q1p1prB1/2bp2np/7q/4N3/5PPB/1R3R1K w - - 1 32,a6d3 g5f3 g2f3 c5d6 f3f4 d6f4,2290,False,False,False,False,True,False,False,False,False,False
rlke6,r2q3k/p3b1pp/1P2Q3/3p4/2n2r2/2P2N2/P4PPP/1R2R1K1 b - - 0 19,e7f6 b6b7 a8b8 e6e8 d8e8 e1e8 b8e8 b7b8q,1620,False,False,False,False,False,True,False,False,False,False
rmE2P,r2q1rk1/pb1nppbp/1pn3p1/4p3/3PNP2/P2B1N2/1P2Q1PP/R1B1K2R w KQ - 0 13,f4e5 c6d4 f3d4 d7e5,1760,False,True,False,False,False,False,False,False,False,False
rmO0w,rn2kb1r/ppp1pppp/8/4q3/8/2P3P1/P1PPbPBP/R1B1QRK1 b kq - 1 9,f7f6 g2b7 e5b5 b7a8,1422,False,False,False,False,False,False,False,False,True,False
rmQWo,2b2rk1/4pp1p/6p1/3R4/rpB1P3/4P3/2P3PP/2K4R w - - 0 20,d5c5 a4a1 c1b2 a1h1,796,False,False,False,False,False,False,True,False,False,False
rma5q,2kr3r/ppp3p1/4p3/2b1p1Bp/3qP1n1/P1NP4/1PP3PP/R2Q1R1K w - - 2 14,g5d8 d4g1 f1g1 g4f2,1435,False,False,False,False,False,False,False,True,False,False
rmv3Z,1r3r1k/p3Np1n/4q1p1/2pN2p1/6P1/5P2/PPQ3P1/1K5R b - - 0 26,b8b7 c2c3 f7f6 e7g6 h8g8 g6f8,1946,False,False,False,True,False,False,False,False,False,False
rn18v,5rk1/3bppbp/3p2p1/q7/2pPPP2/P1N2N1P/4Q1P1/1R4K1 w - - 1 21,e2c4 f8c8 c4b4 a5b4 a3b4 c8c3,1624,False,True,False,False,False,False,False,False,False,False
rn2CJ,2r3k1/p2q2pp/1p1b1p2/8/1Pr5/P5Q1/5PPP/R2R2K1 w - - 0 24,d1d6 c4c1 a1c1 c8c1 d6d1 c1d1,1055,True,False,False,False,False,False,False,False,False,False
rnGXR,8/3R1pp1/P7/3p4/4n3/1p2k2R/1P4rp/4K3 b - - 2 48,e4g3 d7e7 e3d3 a6a7 h2h1q h3h1 g3h1 e1f1 g2b2 a7a8q,2398,False,False,False,False,False,True,False,False,False,False
roei6,5rk1/pp3pbp/q3b1p1/3N4/1P1n4/P5P1/1B3PBP/2Q2RK1 w - - 0 19,d5c7 d4e2 g1h1 e2c1 c7a6 g7b2,1749,False,True,False,False,False,False,False,False,False,False
rptKl,3r2k1/pp3p2/5n2/3q2p1/8/2Pp2B1/PP1Q1PP1/4R1K1 b - - 1 27,f6e4 e1e4 d5e4 d2g5 g8f8 g5d8,1327,False,True,False,False,False,False,False,False,False,False
rqUg9,3qr3/8/1p1P1Npk/p7/P2Q3p/KP3P2/8/8 b - - 1 44,e8e6 d4h4 h6g7 f6h5 g6h5 h4d8,1926,False,False,True,False,False,False,False,False,False,False
rqfoj,rnbqkb1r/p3nppp/1p6/2p5/Q3N3/6P1/PP1P1PBP/R1B1K1NR b KQkq - 1 8,c8d7 e4d6,967,False,False,False,False,False,False,False,True,False,False
rrksd,r2q1k1r/4nppp/p1p1b3/3pN3/2pP4/5Q2/PPP2PPP/RN2R1K1 w - - 2 14,e5c6 e7c6 e1e6 c6d4 f3a3 f8g8,1032,False,False,False,True,False,False,False,False,False,False
rseBW,8/5p2/5k2/7p/r4P1P/4RK2/8/8 w - - 3 41,e3e4 a4e4 f3e4 f6e6 f4f5 e6d6 e4d4 f7f6,2061,False,False,False,False,False,False,False,False,False,True
rskMp,3r3k/pb3Qpp/1p3nn1/q5N1/4PP2/P6P/B5P1/2R3K1 b - - 2 27,a5d2 f7g8 f6g8 g5f7,1389,False,False,False,False,False,False,False,True,False,False
rt5KO,2rr2k1/pp1P1ppp/2n5/3R4/8/8/PPP2PPP/4R1K1 b - - 0 21,c8c7 e1e8 d8e8 d7e8q,905,False,False,False,False,False,True,False,False,False,False
rufE2,r2q1rk1/ppp1ppbp/1B4p1/3Pn3/2P3b1/2N2N2/PP2BPPP/R2Q1RK1 b - - 0 11,a7b6 f3e5 g7e5 e2g4,856,False,True,False,False,False,False,False,False,False,False
rvE2I,r1b4k/pp2p1qp/3p1r1b/2pPn1NR/8/4QN2/PPP1B1P1/2KR4 b - - 6 20,c8g4 h5h6 f6h6 f3e5 d6e5 e2g4 h6g6 g5e6 g7h6 e3h6,2215,False,True,False,False,False,False,False,False,False,False
rvFYz,8/8/3P1k2/1p2pPp1/p5P1/P2K4/8/8 b - - 1 39,e5e4 d3e4 b5b4 e4d5 b4a3 d6d7 f6e7 d5c6 a3a2 f5f6 e7f6 d7d8q,2577,False,False,False,False,False,True,False,False,False,False
rwHj1,1r2k3/1P3p2/3p1PR1/2p1r3/p3P3/Pb1B4/1P6/1K5R b - - 0 37,f7g6 h1h8 e8d7 h8b8,966,False,False,False,False,False,False,True,False,False,False
rwjTL,1r1q1rk1/3b1pbp/2np2p1/1B1Np3/PP2P3/2P2Q2/5PPP/R3K2R b KQ - 0 17,d8c8 b5c6 c8c6 d5e7 g8h8 e7c6,1408,False,False,False,True,False,False,False,False,False,False
rxD0i,3r3k/pppq2pp/8/8/4PQ1N/1P1r1nP1/P6P/5R1K b - - 10 29,f3h4 f4f8 d8f8 f1f8,1188,True,False,False,False,False,False,False,False,False,False
rxure,5r1k/3P2pp/p3Q3/1pp5/2nq4/P5B1/5P1P/5BK1 b - - 0 34,f8d8 e6e8 d8e8 d7e8q,1139,False,False,False,False,False,True,False,False,False,False
ryHIP,8/6p1/1p1p1k2/3P4/1P3K2/8/6P1/8 b - - 0 38,g7g6 b4b5 g6g5 f4g4 f6g6 g2g3 g6f6 g4h5 f6e5 h5g5,2328,False,False,False,False,False,False,False,False,False,True
ryYQJ,3q2k1/2p2p2/2b1r1p1/Qp6/3P4/7P/PP3PP1/1B1R2K1 w - - 3 32,a2a3 d8d5 f2f3 e6e2 d1d2 e2e1 g1f2 e1b1,2604,False,False,False,True,False,False,False,False,False,False
rzGGN,3r1r1k/2q1n1pp/pb1Np3/4p1B1/4P3/8/PP3PPP/2RQ1RK1 b - - 3 18,c7d6 d1d6 d8d6 g5e7,1366,False,True,False,False,False,False,False,False,False,False
rzsaT,rqb3k1/1p1Rbppp/1Bn1pn2/1N2p3/2B5/P4N2/4QPPP/2R3K1 b - - 0 18,f6d7 b6c7 b8c7 b5c7,1383,False,False,False,False,False,False,False,False,True,False
s0DPx,5k2/6p1/6b1/3B3p/3P3P/r4p2/3NK3/7R w - - 0 34,e2d1 a3a1 d2b1 a1b1 d1d2 b1h1,769,False,False,False,False,False,False,True,False,False,False
s0MVt,r5k1/5ppp/4p3/n2pP3/1p1q1N2/8/2Q2PPP/R5K1 w - - 0 30,a1a5 d4a1 a5a1 a8a1 c2b1 a1b1,1590,True,False,False,False,False,False,False,False,False,False
s1FRt,2k1q2r/ppp1r1pp/2nb1p2/3p4/3P1P2/2PQ4/PP1N1BPP/R3R1K1 b - - 5 16,d6f4 d3f5 e8d7 f5f4,1166,False,False,False,True,False,False,False,False,False,False
s1bui,6k1/4ppbp/p5p1/1p1QP3/2p1BP2/5N1n/PPP3PP/6qK w - - 3 23,f3g1 h3f2,892,False,False,False,False,False,False,False,True,False,False
s1eNb,6k1/p1p2pp1/1q6/7p/4Q1b1/1P2PPP1/P5P1/4rBKR w - - 1 27,f3g4 e1e3 e4f5 e3f3 g1h2 f3f5,1776,False,False,True,False,False,False,False,False,False,False
s1oI7,8/1b4p1/4k1rp/4p3/PR3p2/7P/1N3KP1/8 b - - 2 52,b7g2 b4b6 e6d5 b6g6,736,False,False,False,False,False,False,True,False,False,False
s1qrj,2r1k2r/pbBpnppp/1p1Qp3/7q/4P1PP/5K2/P4P2/2RR4 b k - 0 21,h5h4 d6d7 e8f8 d7d8 c8d8 d1d8,1678,True,False,False,False,False,False,False,False,False,False
s22fi,5r2/pp4bk/5qpn/3P4/2Np4/1Q2B3/PP4PP/R5K1 w - - 0 22,e3h6 f6f2 g1h1 f2f1 a1f1 f8f1,1217,True,False,False,False,False,False,False,False,False,False
s2HKw,8/8/8/1pK5/2p4p/P1P4k/7p/3R4 w - - 0 62,d1h1 h3g2 h1d1 h2h1q,889,False,False,False,False,False,True,False,False,False,False
s2Lx6,r1b1k2r/pp1p1ppp/2nQ4/q3p3/1P2n3/2N5/P1P2PPP/R1B1KB1R b KQkq - 0 9,a5b4 d6b4 c6b4 c3e4,1361,False,True,False,False,False,False,False,False,False,False
s3GJb,r5k1/5rp1/p2p3Q/3q4/4BP2/5K2/6RP/8 b - - 1 43,d5d4 h6h7 g8f8 h7h8 f8e7 h8a8,1240,False,False,False,False,False,False,True,False,False,False
s3j3F,3r4/k2rQ2p/p5p1/8/2P1P3/b7/5PPP/1R4K1 w - - 4 31,e7a3 d7d1 b1d1 d8d1,607,True,False,False,False,False,False,False,False,False,False
s3y5m,r5k1/pp4pp/2n5/4p3/6b1/P1NB1R1q/1PP4Q/R5K1 b - - 0 22,h3f3 h2h7 g8f8 a1f1,1794,False,False,False,False,True,False,False,False,False,False
s4FS0,8/8/8/4k1K1/r4p2/5R2/8/8 b - - 7 62,e5e4 f3f4 e4e3 f4a4,1162,False,False,False,False,False,False,True,False,False,False
s4kiP,r4rk1/3b1pp1/1p5p/3Q4/pq1P4/1P1BR3/5PPP/R5K1 b - - 0 21,b4c3 d3h7 g8h7 e3c3,1448,False,False,True,False,False,False,False,False,False,False
s5ZlF,3r4/p4pk1/1p1q2pp/3Pr3/8/3R1Q1P/PP3PP1/3R2K1 w - - 1 28,f3f4 e5e1 d1e1 d6f4,857,False,False,True,False,False,False,False,False,False,False
s5p3h,5r1k/6pp/p5p1/3pp1P1/2p3Q1/P2P4/2PB1qPP/R6K w - - 1 26,d2b4 f2f1 a1f1 f8f1,704,True,False,False,False,False,False,False,False,False,False
s62X8,8/8/5kp1/4p3/6KP/4P3/8/8 b - - 1 55,f6e6 g4g5 e6f7 g5h6 e5e4 h6h7 f7f6 h7g8,2712,False,False,False,False,False,False,False,False,False,True
s6E7I,1r6/8/5p2/3p1Npk/3P2np/1BP2N2/P5K1/8 b - - 0 48,b8e8 f5g7 h5g6 g7e8,802,False,False,False,True,False,False,False,False,False,False
s6fKT,r1b1Q1k1/1pp3qp/p3p3/3p1P2/3P4/2P1PNn1/PPK5/6R1 b - - 5 27,g7f8 g1g3 g8h8 e8f8,1340,False,False,False,False,True,False,False,False,False,False
s6mat,r3rn2/p4kpp/2p2p2/1p6/3PNQ2/2P4q/PP3P2/R4RK1 b - - 1 18,f8g6 e4g5 f7g8 g5h3 g6f4 h3f4,1857,False,False,False,False,True,False,False,False,False,False
s73H6,4r1k1/p1Q3pp/8/3pN3/3Pbq2/8/P5PP/R5K1 b - - 1 21,f4g5 c7f7 g8h8 f7e8,1077,True,False,False,False,False,False,False,False,False,False
s7UXY,r2q1rk1/8/bpp3PQ/p2p1R2/8/3P2P1/PPP3B1/5nK1 b - - 0 29,f8f5 h6h7 g8f8 g6g7 f8e7 g7g8q,1731,False,False,False,False,False,True,False,False,False,False
s7UsE,8/8/4k3/2p2p1p/4rP1P/1P2RK2/8/8 b - - 0 36,e6d5 e3e4 f5e4 f3e3 d5e6 e3e4,1593,False,False,False,False,False,False,False,False,False,True
s7V4e,r2bb3/1p3kpp/npn2p2/1B1p4/P1pP4/2P1NNB1/1P3PPP/R5K1 b - - 1 21,a6c7 g3c7 d8c7 e3d5,1607,False,True,False,False,False,False,False,False,False,False
s7xdp,1kr2b1r/1b5p/p3NPp1/3pP3/Pp3B2/8/1PP3PP/4R1K1 b - - 2 24,c8c2 e6f8 h8f8 e5e6,1127,False,False,True,False,False,False,False,False,False,False
